asv_id	Kingdom	Phylum	Class	Order	Family	Genus	ASV
ASV27928	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27928
ASV27929	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV27929
ASV27930	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27930
ASV27931	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV27931
ASV27932	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27932
ASV27933	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV27933
ASV27934	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27934
ASV27935	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27935
ASV27936	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27936
ASV27937	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV27937
ASV27938	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27938
ASV27939	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV27939
ASV27940	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	ASV27940
ASV27941	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	ASV27941
ASV27942	Fungi	Basidiomycota	Agaricomycetes	Corticiales	o_Corticiales	o_Corticiales	ASV27942
ASV27943	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27943
ASV27944	Fungi	Mucoromycota	p_Mucoromycota	p_Mucoromycota	p_Mucoromycota	p_Mucoromycota	ASV27944
ASV27945	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27945
ASV27946	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27946
ASV27947	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV27947
ASV27948	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27948
ASV27949	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27949
ASV27950	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27950
ASV27951	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	f_Thelephoraceae	ASV27951
ASV27952	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	ASV27952
ASV27953	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	ASV27953
ASV27954	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27954
ASV27955	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27955
ASV27956	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27956
ASV27957	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27957
ASV27958	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27958
ASV27959	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	Phlebopus	ASV27959
ASV27960	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27960
ASV27961	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	o_Chaetothyriales	o_Chaetothyriales	ASV27961
ASV27962	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV27962
ASV27963	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27963
ASV27964	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27964
ASV27965	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27965
ASV27966	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27966
ASV27967	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27967
ASV27968	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27968
ASV27969	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	ASV27969
ASV27970	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27970
ASV27971	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV27971
ASV27972	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27972
ASV27973	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27973
ASV27974	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	f_Lasiosphaeriaceae	ASV27974
ASV27975	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27975
ASV27976	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV27976
ASV27977	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV27977
ASV27978	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27978
ASV27979	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27979
ASV27980	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27980
ASV27981	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27981
ASV27982	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27982
ASV27983	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV27983
ASV27984	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	o_Hymenochaetales	o_Hymenochaetales	ASV27984
ASV27985	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27985
ASV27986	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV27986
ASV27987	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV27987
ASV27988	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	ASV27988
ASV27989	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27989
ASV27990	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Cystolepiota	ASV27990
ASV27991	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	f_Agaricaceae	ASV27991
ASV27992	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV27992
ASV27993	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27993
ASV27994	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27994
ASV27995	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV27995
ASV27996	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	ASV27996
ASV27997	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27997
ASV27998	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV27998
ASV27999	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	ASV27999
ASV28000	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28000
ASV28001	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28001
ASV28002	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28002
ASV28003	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28003
ASV28004	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Rozellomycotina_ord_Incertae_sedis	Rozellomycotina_fam_Incertae_sedis	Paramicrosporidium	ASV28004
ASV28005	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	ASV28005
ASV28006	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28006
ASV28007	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	ASV28007
ASV28008	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28008
ASV28009	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28009
ASV28010	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV28010
ASV28011	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28011
ASV28012	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	ASV28012
ASV28013	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28013
ASV28014	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV28014
ASV28015	Fungi	Ascomycota	Sordariomycetes	Xylariales	o_Xylariales	o_Xylariales	ASV28015
ASV28016	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	ASV28016
ASV28017	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28017
ASV28018	Fungi	Ascomycota	Dothideomycetes	Capnodiales	o_Capnodiales	o_Capnodiales	ASV28018
ASV28019	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	f_Rutstroemiaceae	ASV28019
ASV28020	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28020
ASV28021	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28021
ASV28022	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	ASV28022
ASV28023	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28023
ASV28024	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	ASV28024
ASV28025	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28025
ASV28026	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28026
ASV28027	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV28027
ASV28028	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28028
ASV28029	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28029
ASV28030	Fungi	Ascomycota	Sordariomycetes	Xylariales	o_Xylariales	o_Xylariales	ASV28030
ASV28031	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28031
ASV28032	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28032
ASV28033	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28033
ASV28034	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28034
ASV28035	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	ASV28035
ASV28036	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28036
ASV28037	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28037
ASV28038	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28038
ASV28039	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28039
ASV28040	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28040
ASV28041	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	f_Xylariaceae	ASV28041
ASV28042	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	ASV28042
ASV28043	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28043
ASV28044	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28044
ASV28045	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV28045
ASV28046	Fungi	Basidiomycota	Agaricomycetes	Geastrales	o_Geastrales	o_Geastrales	ASV28046
ASV28047	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28047
ASV28048	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28048
ASV28049	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28049
ASV28050	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Neonothopanus	ASV28050
ASV28051	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28051
ASV28052	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28052
ASV28053	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV28053
ASV28054	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28054
ASV28055	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28055
ASV28056	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV28056
ASV28057	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporella	ASV28057
ASV28058	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	ASV28058
ASV28059	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28059
ASV28060	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV28060
ASV28061	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28061
ASV28062	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28062
ASV28063	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28063
ASV28064	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	ASV28064
ASV28065	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28065
ASV28066	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28066
ASV28067	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV28067
ASV28068	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28068
ASV28069	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV28069
ASV28070	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28070
ASV28071	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV28071
ASV28072	Fungi	Ascomycota	Sordariomycetes	Fuscosporellales	Fuscosporellales_fam_Incertae_sedis	Mucispora	ASV28072
ASV28073	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Hydnopolyporus	ASV28073
ASV28074	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28074
ASV28075	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28075
ASV28076	Fungi	Mucoromycota	Endogonomycetes	GS21	o_GS21	o_GS21	ASV28076
ASV28077	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	ASV28077
ASV28078	Fungi	Ascomycota	Dothideomycetes	Pleosporales	o_Pleosporales	o_Pleosporales	ASV28078
ASV28079	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	ASV28079
ASV28080	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28080
ASV28081	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28081
ASV28082	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	ASV28082
ASV28083	Fungi	Ascomycota	Dothideomycetes	Capnodiales	o_Capnodiales	o_Capnodiales	ASV28083
ASV28084	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	ASV28084
ASV28085	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV28085
ASV28086	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV28086
ASV28087	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	ASV28087
ASV28088	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28088
ASV28089	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28089
ASV28090	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	f_Tricholomataceae	ASV28090
ASV28091	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28091
ASV28092	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV28092
ASV28093	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	ASV28093
ASV28094	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV28094
ASV28095	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	f_Boletales_fam_Incertae_sedis	ASV28095
ASV28096	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Camarophyllopsis	ASV28096
ASV28097	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28097
ASV28098	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV28098
ASV28099	Fungi	Rozellomycota	p_Rozellomycota	p_Rozellomycota	p_Rozellomycota	p_Rozellomycota	ASV28099
ASV28100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV28100
ASV28101	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	ASV28101
ASV28102	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28102
ASV28103	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	ASV28103
ASV28104	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	f_Stephanosporaceae	ASV28104
ASV28105	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28105
ASV28106	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Fusidium	ASV28106
ASV28107	Fungi	Ascomycota	Dothideomycetes	Capnodiales	o_Capnodiales	o_Capnodiales	ASV28107
ASV28108	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28108
ASV28109	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28109
ASV28110	Fungi	Ascomycota	Dothideomycetes	c_Dothideomycetes	c_Dothideomycetes	c_Dothideomycetes	ASV28110
ASV28111	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	ASV28111
ASV28112	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28112
ASV28113	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28113
ASV28114	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV28114
ASV28115	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28115
ASV28116	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV28116
ASV28117	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28117
ASV28118	Fungi	Basidiomycota	Tremellomycetes	Tremellales	o_Tremellales	o_Tremellales	ASV28118
ASV28119	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28119
ASV28120	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28120
ASV28121	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28121
ASV28122	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28122
ASV28123	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	ASV28123
ASV28124	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus	ASV28124
ASV28125	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28125
ASV28126	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28126
ASV28127	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28127
ASV28128	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28128
ASV28129	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	f_Thelephoraceae	ASV28129
ASV28130	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28130
ASV28131	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28131
ASV28132	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV28132
ASV28133	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28133
ASV28134	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia	ASV28134
ASV28135	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Circinotrichum	ASV28135
ASV28136	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV28136
ASV28137	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28137
ASV28138	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28138
ASV28139	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28139
ASV28140	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	ASV28140
ASV28141	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28141
ASV28142	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV28142
ASV28143	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	ASV28143
ASV28144	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	f_Xylariaceae	ASV28144
ASV28145	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28145
ASV28146	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV28146
ASV28147	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV28147
ASV28148	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanospora	ASV28148
ASV28149	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	ASV28149
ASV28150	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28150
ASV28151	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	ASV28151
ASV28152	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Virgaria	ASV28152
ASV28153	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	ASV28153
ASV28154	Fungi	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	Zalerion	ASV28154
ASV28155	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28155
ASV28156	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV28156
ASV28157	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28157
ASV28158	Fungi	Basidiomycota	Agaricomycetes	Polyporales	o_Polyporales	o_Polyporales	ASV28158
ASV28159	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Hawksworthiomyces	ASV28159
ASV28160	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	o_Auriculariales	o_Auriculariales	ASV28160
ASV28161	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	ASV28161
ASV28162	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	ASV28162
ASV28163	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	ASV28163
ASV28164	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Monascella	ASV28164
ASV28165	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV28165
ASV28166	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV28166
ASV28167	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	ASV28167
ASV28168	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV28168
